text,emotion
"At this moment, Today I feel unexpectedly amazed; it is connected to the shocking update.",surprise
The way I feel can only be described as tender. It has stayed on my mind.,love
"After thinking about it, Honestly, the sudden noise makes me feel worried. That is my honest reaction.",fear
I keep feeling excited whenever I remember the wonderful celebration. The feeling is difficult to ignore.,joy
"At this moment, Thinking about being ignored leaves me angry. That is my honest reaction.",anger
"To be honest, Today I feel pleased; it is connected to today's good news. The feeling is difficult to ignore.",joy
"To be honest, The way I feel can only be described as in disbelief. That is my honest reaction.",surprise
I keep feeling stunned whenever I remember the unexpected announcement. I can feel it strongly.,surprise
"To be honest, My mood is tearful after missing my friends. It has stayed on my mind.",sadness
"At this moment, I am devoted because of the kindness I received. I can feel it strongly.",love
"After thinking about it, Today I feel grateful; it is connected to finishing the project. It has stayed on my mind.",joy
"To be honest, I feel extremely amazed about the last-minute change. The feeling is difficult to ignore.",surprise
"To be honest, It is hard to hide how uneasy I feel about the risky journey. That is my honest reaction.",fear
Right now I am very speechless. It has stayed on my mind.,surprise
"After thinking about it, I keep feeling joyful whenever I remember my great result. That is my honest reaction.",joy
It is hard to hide how gloomy I feel about losing the opportunity. The feeling is difficult to ignore.,sadness
"I have to admit, My mood is optimistic after meeting my friends. I can feel it strongly.",joy
"To be honest, Right now I am so caring. That is my honest reaction.",love
"At this moment, The way I feel can only be described as scared.",fear
"I have to admit, Honestly, finishing the project makes me feel cheerful. That is my honest reaction.",joy
"To be honest, Honestly, missing my friends makes me feel miserable. That is my honest reaction.",sadness
I am worried because of what might happen tomorrow. I can feel it strongly.,fear
"To be honest, My mood is amazed after the unexpected announcement. The feeling is difficult to ignore.",surprise
"At this moment, Honestly, finishing the project makes me feel happy. That is my honest reaction.",joy
"After thinking about it, I am unhappy because of the disappointing news.",sadness
"I have to admit, Honestly, speaking in public makes me feel fearful.",fear
"At this moment, I am happy because of finishing the project. It has stayed on my mind.",joy
"To be honest, Right now I am very startled. It has stayed on my mind.",surprise
"After thinking about it, The way I feel can only be described as frustrated. The feeling is difficult to ignore.",anger
"Honestly, the difficult goodbye makes me feel gloomy. That is my honest reaction.",sadness
"I have to admit, Today I feel stunned; it is connected to the shocking update. The feeling is difficult to ignore.",surprise
"Honestly, the kindness I received makes me feel loving.",love
"At this moment, I feel extremely miserable about losing the opportunity. I can feel it strongly.",sadness
"To be honest, I am warm because of the kindness I received. The feeling is difficult to ignore.",love
"I have to admit, I keep feeling excited whenever I remember the wonderful celebration. I can feel it strongly.",joy
"I have to admit, My mood is affectionate after a thoughtful message. That is my honest reaction.",love
"After thinking about it, I am uneasy because of the sudden noise.",fear
"After thinking about it, I am tender because of the person I care about.",love
"To be honest, I feel genuinely grateful about the wonderful celebration. The feeling is difficult to ignore.",joy
"I have to admit, My mood is speechless after the shocking update. I can feel it strongly.",surprise
"At this moment, Today I feel gloomy; it is connected to losing the opportunity. That is my honest reaction.",sadness
"I have to admit, I am lonely because of the failed plan. That is my honest reaction.",sadness
"After thinking about it, I am enraged because of the unfair decision. I can feel it strongly.",anger
It is hard to hide how romantic I feel about the person I care about.,love
"After thinking about it, It is hard to hide how annoyed I feel about the repeated mistake. The feeling is difficult to ignore.",anger
My mood is gloomy after the difficult goodbye.,sadness
"To be honest, It is hard to hide how tearful I feel about missing my friends. That is my honest reaction.",sadness
"To be honest, Honestly, a thoughtful message makes me feel devoted. The feeling is difficult to ignore.",love
"At this moment, I am shocked because of the last-minute change. I can feel it strongly.",surprise
"I have to admit, I keep feeling scared whenever I remember the uncertain situation.",fear
"To be honest, It is hard to hide how angry I feel about the unfair decision. That is my honest reaction.",anger
I keep feeling miserable whenever I remember the failed plan. It has stayed on my mind.,sadness
My mood is thrilled after today's good news. It has stayed on my mind.,joy
"After thinking about it, My mood is fearful after the uncertain situation.",fear
I keep feeling stunned whenever I remember the surprise visitor.,surprise
Right now I am incredibly loving. That is my honest reaction.,love
"I have to admit, Today I feel miserable; it is connected to a lonely evening. The feeling is difficult to ignore.",sadness
"To be honest, Today I feel enraged; it is connected to the repeated mistake. I can feel it strongly.",anger
"To be honest, Today I feel uneasy; it is connected to the uncertain situation.",fear
"To be honest, The way I feel can only be described as irritated. That is my honest reaction.",anger
"At this moment, The way I feel can only be described as thrilled. That is my honest reaction.",joy
"I have to admit, I am astonished because of the shocking update.",surprise
"After thinking about it, The way I feel can only be described as startled. It has stayed on my mind.",surprise
My mood is tearful after the disappointing news. I can feel it strongly.,sadness
"At this moment, Thinking about finishing the project leaves me wonderful. That is my honest reaction.",joy
